sample_id,variety,region,quality_score,quality_category,ripeness_index,ripeness_category,sugar_content_brix,firmness_kgf,length_cm
342,Red Dacca,Brazil,3.89,Good,3.41,Ripe,17.26,1.88,27.18
343,Burro,Brazil,1.82,Processing,6.32,Turning,16.25,2.11,12.84
344,Plantain,Honduras,1.73,Good,4.55,Green,18.65,3.5,24.6
345,Burro,India,3.3,Processing,4.13,Overripe,15.76,1.25,28.31
346,Red Dacca,India,2.18,Good,1.87,Green,18.72,2.93,18.71
347,Red Dacca,Guatemala,1.34,Good,5.85,Green,23.0,2.03,20.34
348,Burro,Guatemala,1.38,Premium,1.54,Overripe,22.73,3.95,21.25
349,Plantain,Honduras,1.98,Processing,4.28,Turning,24.53,4.16,15.68
350,Plantain,Honduras,1.76,Processing,1.49,Turning,20.53,4.97,11.55
351,Fehi,Colombia,2.43,Processing,1.34,Ripe,22.71,0.84,22.79
352,Burro,Ecuador,3.13,Premium,6.97,Overripe,24.12,1.25,16.27
353,Red Dacca,Colombia,3.1,Good,1.85,Turning,20.42,2.72,25.63
354,Burro,Brazil,1.16,Processing,2.68,Ripe,19.87,3.82,28.38
355,Red Dacca,Costa Rica,1.28,Good,3.08,Turning,19.55,2.8,13.16
356,Manzano,Costa Rica,2.58,Good,1.39,Green,23.59,2.26,12.87
357,Fehi,Colombia,3.5,Good,4.47,Turning,24.82,4.07,22.72
358,Plantain,Honduras,2.65,Unripe,6.25,Green,24.27,4.94,21.71
359,Burro,Costa Rica,3.39,Processing,4.75,Ripe,20.12,1.21,20.2
360,Manzano,Colombia,3.39,Unripe,1.74,Green,17.89,1.55,14.67
361,Manzano,Colombia,3.93,Processing,3.56,Ripe,23.94,1.92,22.42
362,Red Dacca,Brazil,2.48,Good,2.78,Ripe,15.7,3.92,19.84
363,Fehi,Costa Rica,3.06,Unripe,1.02,Green,18.8,2.21,24.62
364,Fehi,Ecuador,3.78,Good,6.27,Ripe,24.45,3.09,29.24
365,Red Dacca,Honduras,2.28,Good,1.25,Turning,21.8,1.38,17.56
366,Fehi,Colombia,1.2,Premium,2.45,Turning,16.88,2.77,18.01
367,Fehi,Honduras,1.11,Good,5.6,Turning,20.43,0.97,11.27
368,Burro,Brazil,2.36,Good,2.82,Green,21.37,3.36,17.07
369,Burro,Guatemala,2.14,Processing,6.45,Ripe,22.46,2.26,17.18
370,Manzano,Ecuador,2.71,Processing,3.97,Ripe,24.2,3.53,29.89
371,Burro,Ecuador,1.87,Premium,1.14,Ripe,17.88,3.03,23.21
372,Fehi,Brazil,1.05,Good,2.87,Ripe,21.26,2.07,26.86
373,Red Dacca,Colombia,3.24,Good,3.52,Ripe,24.25,1.32,22.31
374,Red Dacca,Honduras,1.72,Good,3.19,Turning,18.34,2.98,13.83
375,Plantain,India,2.31,Premium,2.82,Ripe,19.12,2.58,16.62
376,Burro,Colombia,2.25,Processing,2.55,Ripe,21.81,1.62,12.99
377,Fehi,Ecuador,3.14,Premium,5.34,Green,24.52,2.69,10.17
378,Burro,Costa Rica,3.18,Good,1.89,Overripe,20.96,0.73,14.43
379,Burro,Costa Rica,2.5,Premium,5.96,Ripe,19.19,0.81,17.59
380,Burro,Costa Rica,1.13,Good,6.82,Turning,18.27,4.76,27.28
381,Fehi,Ecuador,3.86,Processing,2.27,Overripe,18.08,3.18,21.17
382,Fehi,Costa Rica,1.06,Good,3.09,Green,21.96,4.71,20.6
383,Burro,Colombia,2.29,Good,1.14,Green,24.78,2.61,22.11
384,Fehi,Costa Rica,3.72,Good,2.31,Overripe,15.96,1.99,24.45
385,Manzano,Costa Rica,2.37,Processing,6.14,Overripe,19.18,4.21,27.57
386,Plantain,Honduras,1.71,Premium,5.97,Green,23.22,3.92,21.33
387,Red Dacca,Ecuador,2.58,Premium,1.51,Turning,16.77,1.27,17.63
388,Burro,Costa Rica,1.13,Good,5.0,Overripe,22.47,1.15,28.08
389,Red Dacca,India,2.36,Good,3.38,Overripe,21.29,4.74,24.29
390,Plantain,Brazil,3.44,Premium,5.11,Turning,19.66,4.99,27.81
391,Red Dacca,Costa Rica,2.06,Processing,5.32,Ripe,15.14,4.18,11.77
392,Red Dacca,Colombia,1.25,Processing,3.28,Ripe,24.9,4.23,27.9
393,Manzano,Ecuador,2.67,Processing,1.32,Ripe,16.86,0.74,12.42
394,Fehi,Costa Rica,1.23,Premium,5.17,Turning,15.5,4.34,12.57
395,Plantain,Honduras,2.95,Good,1.78,Turning,24.95,2.66,19.06
396,Fehi,India,3.23,Premium,2.6,Ripe,15.14,2.85,14.33
397,Burro,Honduras,3.4,Good,4.16,Overripe,24.4,4.29,24.46
398,Burro,Brazil,1.28,Processing,3.88,Overripe,19.58,3.77,16.05
399,Red Dacca,Colombia,1.3,Good,1.96,Green,19.09,1.97,14.1
400,Red Dacca,Guatemala,1.59,Good,2.14,Ripe,22.1,0.96,16.19
401,Red Dacca,Ecuador,1.6,Good,3.44,Green,16.6,3.92,10.6
402,Burro,Honduras,2.19,Processing,2.35,Ripe,22.2,1.98,14.17
403,Red Dacca,Colombia,3.03,Processing,4.85,Ripe,20.77,3.43,21.2
404,Red Dacca,Guatemala,3.87,Good,2.82,Turning,19.42,2.83,16.89
405,Red Dacca,Brazil,1.27,Good,2.48,Turning,21.19,3.63,20.91
406,Red Dacca,Ecuador,3.09,Processing,2.4,Turning,16.75,1.65,16.83
407,Red Dacca,Guatemala,3.52,Processing,6.6,Ripe,21.82,2.89,10.57
408,Burro,Colombia,2.06,Good,3.24,Turning,23.36,4.44,23.8
409,Burro,Brazil,2.97,Good,3.2,Green,16.42,4.31,20.26
410,Manzano,Brazil,1.28,Unripe,6.2,Overripe,23.19,4.3,12.47
411,Manzano,Costa Rica,3.09,Good,6.9,Ripe,20.89,0.82,24.5
412,Red Dacca,Colombia,2.46,Good,5.01,Green,23.07,0.52,14.94
413,Fehi,Brazil,2.63,Processing,4.52,Turning,18.77,4.32,13.29
414,Manzano,Honduras,1.37,Processing,4.34,Ripe,24.1,2.71,14.83
415,Plantain,Honduras,3.55,Premium,1.69,Turning,16.84,1.46,25.6
416,Manzano,Ecuador,2.33,Good,1.84,Turning,21.84,2.94,22.51
417,Manzano,Colombia,2.28,Processing,4.54,Turning,21.84,1.49,15.42
418,Red Dacca,Honduras,1.64,Premium,2.51,Ripe,20.45,3.38,17.94
419,Plantain,Ecuador,3.78,Processing,5.81,Ripe,24.44,2.19,16.74
420,Fehi,Honduras,1.22,Unripe,3.47,Ripe,21.52,3.63,23.64
421,Plantain,Costa Rica,3.56,Processing,1.24,Overripe,23.75,4.86,25.47
422,Manzano,India,3.58,Good,6.19,Overripe,15.19,3.95,22.03
423,Burro,Guatemala,1.23,Processing,2.02,Ripe,19.13,4.16,10.87
424,Red Dacca,Guatemala,3.82,Good,4.25,Green,24.67,1.59,23.89
425,Fehi,India,2.39,Premium,1.53,Ripe,15.29,0.57,13.88
426,Burro,Costa Rica,2.98,Processing,5.3,Green,23.46,2.1,27.14
427,Burro,Guatemala,3.3,Processing,6.57,Ripe,22.19,2.17,11.56
428,Fehi,India,1.88,Processing,2.18,Ripe,15.15,4.48,16.04
429,Plantain,Honduras,3.23,Good,6.86,Ripe,23.31,3.13,10.13
430,Manzano,Colombia,2.82,Processing,6.61,Ripe,24.69,0.98,14.66
431,Manzano,Brazil,3.5,Processing,1.45,Turning,20.13,2.38,15.75
432,Burro,Ecuador,2.05,Good,5.32,Ripe,23.62,2.39,27.71
433,Red Dacca,Costa Rica,2.03,Good,6.82,Ripe,16.52,1.71,15.05
434,Fehi,India,1.31,Unripe,6.64,Ripe,16.65,2.23,27.62
435,Red Dacca,Colombia,2.55,Good,3.52,Turning,16.11,0.6,18.29
436,Plantain,Brazil,3.1,Good,5.12,Turning,23.44,1.63,20.1
437,Burro,Costa Rica,2.73,Good,3.09,Turning,15.75,0.73,19.4
438,Red Dacca,Guatemala,2.49,Premium,6.23,Turning,20.82,1.83,27.28
439,Manzano,Colombia,3.33,Good,6.66,Overripe,19.61,0.71,24.42
440,Red Dacca,India,3.4,Processing,6.06,Turning,18.6,1.0,28.36
441,Fehi,Honduras,2.28,Processing,1.91,Turning,22.49,3.33,26.52
442,Fehi,Brazil,3.14,Good,4.79,Ripe,15.0,0.93,16.67
443,Red Dacca,Guatemala,3.68,Good,6.3,Overripe,17.84,4.2,22.05
444,Fehi,Brazil,3.71,Good,6.78,Overripe,24.9,2.93,25.38
445,Burro,India,1.55,Premium,3.43,Ripe,22.73,3.26,20.69
446,Red Dacca,India,1.6,Good,4.29,Turning,19.93,3.93,26.28
447,Plantain,India,3.96,Premium,2.86,Overripe,24.4,1.51,14.8
448,Burro,Brazil,2.48,Good,5.05,Overripe,19.53,2.44,24.64
449,Fehi,Costa Rica,1.59,Good,1.37,Ripe,18.35,1.87,21.95
450,Fehi,Guatemala,3.29,Processing,1.56,Green,21.07,2.46,19.84
451,Red Dacca,Brazil,3.41,Premium,3.42,Ripe,20.28,2.0,20.85
452,Burro,Ecuador,2.36,Processing,4.98,Ripe,23.13,1.85,27.19
453,Plantain,Guatemala,3.52,Processing,3.56,Overripe,18.91,3.9,27.91
454,Manzano,Honduras,3.59,Premium,6.2,Turning,19.66,4.81,12.72
455,Red Dacca,Ecuador,2.53,Good,1.23,Ripe,16.58,4.5,14.06
456,Fehi,Guatemala,3.76,Good,1.9,Overripe,19.78,1.64,25.13
457,Red Dacca,Ecuador,3.32,Processing,4.79,Green,17.43,2.03,25.37
458,Plantain,Costa Rica,2.6,Processing,1.72,Ripe,24.99,0.64,29.36
459,Red Dacca,Colombia,3.45,Good,5.07,Ripe,22.6,0.66,24.53
460,Red Dacca,Costa Rica,1.08,Premium,3.44,Ripe,15.05,4.92,26.15
461,Red Dacca,India,1.71,Processing,3.82,Overripe,15.79,4.39,27.47
462,Plantain,Costa Rica,3.5,Premium,2.76,Overripe,20.56,1.27,23.43
463,Fehi,Honduras,1.45,Processing,2.84,Ripe,21.94,2.45,24.24
464,Manzano,Guatemala,2.25,Processing,1.19,Turning,22.44,3.86,11.09
465,Manzano,Ecuador,3.09,Good,6.54,Green,24.25,1.75,16.67
466,Burro,Colombia,1.79,Processing,6.31,Turning,18.49,3.89,25.55
467,Red Dacca,Ecuador,1.85,Good,2.64,Green,23.92,3.29,13.13
468,Fehi,Guatemala,2.49,Processing,4.12,Turning,19.22,4.5,28.26
469,Fehi,India,2.94,Good,6.83,Turning,20.69,3.52,26.93
470,Manzano,Brazil,1.68,Good,5.32,Turning,15.66,2.11,26.26
471,Plantain,Costa Rica,1.53,Good,5.18,Overripe,23.63,4.87,11.14
472,Burro,Brazil,3.27,Processing,5.48,Turning,16.5,0.79,24.87
473,Burro,Honduras,2.42,Good,6.84,Ripe,17.39,4.93,19.47
474,Red Dacca,Colombia,3.41,Good,3.9,Turning,21.9,4.64,13.14
475,Plantain,Colombia,1.29,Unripe,3.46,Ripe,22.34,2.49,29.11
476,Burro,Colombia,3.27,Premium,4.39,Overripe,20.8,1.24,25.48
477,Red Dacca,India,2.19,Premium,1.06,Green,17.5,1.04,23.64
478,Fehi,Costa Rica,2.32,Processing,4.59,Overripe,24.03,3.21,23.21
479,Burro,India,1.51,Processing,1.33,Turning,16.79,3.75,20.1
480,Red Dacca,Costa Rica,2.4,Processing,4.38,Ripe,20.27,2.56,26.81
481,Fehi,Brazil,3.79,Good,1.87,Overripe,21.59,4.78,28.3
482,Burro,Costa Rica,3.65,Premium,6.85,Green,16.55,1.51,21.65
483,Plantain,Costa Rica,2.79,Processing,1.8,Ripe,15.13,4.18,15.85
484,Manzano,Honduras,3.97,Premium,2.52,Overripe,16.43,3.06,19.87
485,Fehi,Guatemala,2.7,Good,1.3,Turning,16.49,3.07,14.99
486,Manzano,Ecuador,2.44,Good,6.5,Turning,22.89,3.61,18.07
487,Red Dacca,Brazil,3.46,Good,4.56,Overripe,24.8,4.84,20.37
488,Plantain,Brazil,1.33,Good,4.57,Ripe,23.35,0.75,28.56
489,Plantain,Ecuador,3.82,Good,3.98,Ripe,22.15,3.6,15.94
490,Red Dacca,Costa Rica,2.34,Unripe,6.29,Turning,17.29,3.57,26.38
491,Manzano,Costa Rica,1.52,Good,3.07,Ripe,21.46,4.85,14.57
492,Red Dacca,Guatemala,2.62,Good,2.05,Turning,17.59,3.78,27.04
493,Fehi,Guatemala,1.67,Processing,1.24,Ripe,23.4,3.77,25.11
494,Fehi,Colombia,2.16,Premium,4.04,Overripe,17.25,0.92,18.46
495,Plantain,Brazil,3.23,Good,6.8,Ripe,21.1,0.66,10.24
496,Fehi,India,3.36,Premium,1.75,Turning,15.7,3.99,17.81
497,Manzano,India,1.37,Processing,1.98,Ripe,16.28,3.87,20.78
498,Burro,Colombia,2.76,Processing,2.5,Turning,22.64,1.56,17.35
499,Red Dacca,Guatemala,2.43,Processing,6.28,Turning,20.57,0.75,27.69
500,Red Dacca,Guatemala,3.21,Premium,6.12,Ripe,15.92,2.95,12.81
501,Burro,Ecuador,3.21,Processing,2.55,Overripe,21.78,2.99,15.14
502,Red Dacca,India,2.45,Processing,2.99,Turning,18.58,2.64,18.81
503,Burro,Costa Rica,3.28,Good,1.85,Overripe,19.54,0.78,16.09
504,Fehi,Colombia,2.32,Good,6.67,Green,15.91,3.28,29.12
505,Fehi,Guatemala,3.45,Good,1.88,Turning,24.14,1.72,20.28
506,Manzano,Honduras,2.88,Processing,1.19,Turning,23.88,3.62,10.39
507,Manzano,Colombia,1.84,Processing,3.51,Green,18.7,3.19,11.8
508,Fehi,Guatemala,1.62,Good,1.59,Ripe,22.53,3.87,15.12
509,Burro,Ecuador,1.66,Good,1.31,Green,15.57,2.72,12.63
510,Red Dacca,Guatemala,2.54,Processing,5.25,Turning,24.89,4.49,17.84
511,Red Dacca,India,2.02,Good,3.7,Overripe,24.44,2.82,11.44
512,Plantain,Guatemala,3.02,Processing,6.27,Green,24.29,2.38,22.33
513,Burro,Colombia,2.76,Processing,4.08,Ripe,16.14,3.23,22.99
514,Red Dacca,Colombia,3.79,Processing,3.46,Overripe,22.56,2.62,16.96
515,Burro,Costa Rica,1.67,Processing,4.68,Turning,24.14,1.76,21.5
516,Burro,Brazil,1.06,Good,1.46,Turning,16.39,2.27,10.9
517,Burro,Colombia,1.57,Processing,3.33,Green,15.05,3.65,27.6
518,Burro,Brazil,2.54,Premium,2.55,Turning,16.19,2.89,24.33
519,Plantain,Guatemala,3.22,Processing,3.65,Green,16.95,2.72,25.48
520,Red Dacca,Guatemala,2.58,Processing,5.75,Green,18.35,3.04,10.99
521,Red Dacca,Ecuador,1.87,Good,3.35,Turning,24.42,1.14,18.95
522,Fehi,Ecuador,3.83,Good,2.75,Green,15.24,2.94,29.7
523,Plantain,Brazil,1.62,Processing,1.9,Ripe,20.59,2.56,22.93
524,Red Dacca,Costa Rica,1.46,Good,2.16,Turning,17.51,0.61,24.55
525,Manzano,Costa Rica,2.1,Premium,1.96,Ripe,19.93,3.28,27.98
526,Burro,India,1.07,Good,6.92,Turning,21.13,1.36,18.61
527,Red Dacca,India,2.03,Good,5.36,Green,22.4,2.95,23.24
528,Burro,India,2.03,Premium,6.8,Green,20.2,1.87,29.83
529,Fehi,Brazil,2.01,Premium,2.8,Overripe,17.81,1.38,16.9
530,Red Dacca,Colombia,2.29,Good,5.67,Green,19.87,0.92,15.85
531,Burro,Guatemala,2.03,Processing,7.0,Ripe,21.02,0.8,19.58
532,Plantain,Colombia,3.18,Premium,2.24,Turning,17.36,3.95,24.17
533,Red Dacca,Guatemala,2.63,Processing,6.73,Green,17.19,4.61,23.16
534,Red Dacca,Honduras,3.97,Processing,5.28,Overripe,21.81,4.73,19.32
535,Fehi,Colombia,2.26,Processing,4.02,Turning,22.91,3.54,20.61
536,Fehi,India,3.44,Good,5.28,Overripe,22.55,0.74,12.29
537,Burro,Brazil,2.43,Processing,4.71,Turning,23.44,0.65,18.86
538,Red Dacca,Brazil,2.64,Good,6.97,Overripe,20.21,3.93,10.45
539,Red Dacca,Brazil,2.86,Premium,6.12,Ripe,22.88,0.89,16.09
540,Manzano,Brazil,3.42,Processing,4.7,Turning,24.14,4.03,27.17
541,Fehi,Costa Rica,2.71,Good,4.69,Green,17.06,2.54,29.39
542,Red Dacca,India,2.68,Premium,4.64,Overripe,17.82,4.75,12.27
543,Plantain,Ecuador,2.62,Good,2.05,Green,22.59,2.97,23.75
544,Red Dacca,India,1.79,Good,1.69,Ripe,21.67,3.78,11.84
545,Fehi,Ecuador,1.55,Good,5.17,Green,24.42,4.37,29.0
546,Manzano,Ecuador,3.38,Good,6.65,Turning,21.74,2.07,16.04
547,Plantain,Costa Rica,3.81,Processing,4.88,Overripe,17.21,1.16,23.52
548,Fehi,Guatemala,1.46,Processing,1.12,Ripe,17.98,1.83,13.1
549,Fehi,Guatemala,1.06,Processing,5.79,Turning,24.88,2.69,24.53
550,Red Dacca,Guatemala,2.47,Processing,4.86,Ripe,15.23,4.02,14.43
551,Fehi,Ecuador,1.62,Processing,2.31,Green,19.81,3.4,17.48
552,Red Dacca,Brazil,2.2,Premium,6.91,Turning,20.89,3.16,21.82
553,Plantain,Honduras,1.92,Processing,4.5,Green,17.08,2.17,14.29
554,Fehi,Brazil,3.08,Premium,1.21,Green,23.08,4.72,21.77
555,Manzano,Ecuador,2.37,Good,6.38,Ripe,19.62,4.83,13.29
556,Manzano,Ecuador,1.02,Good,6.74,Overripe,15.32,3.93,15.49
557,Red Dacca,Honduras,1.9,Unripe,3.78,Turning,15.52,0.58,18.29
558,Burro,India,1.34,Processing,5.16,Turning,17.0,0.83,23.65
559,Red Dacca,Guatemala,3.19,Good,3.41,Ripe,17.89,1.05,26.63
560,Red Dacca,Colombia,3.49,Processing,1.09,Green,18.07,4.47,28.09
561,Red Dacca,Brazil,1.78,Good,3.66,Green,15.6,4.56,10.71
562,Burro,Costa Rica,3.31,Good,3.91,Ripe,22.55,4.36,16.35
563,Burro,Costa Rica,1.3,Unripe,4.08,Ripe,15.32,3.55,26.88
564,Fehi,Brazil,3.61,Premium,4.62,Overripe,24.02,1.06,24.89
565,Manzano,Brazil,2.54,Good,5.39,Overripe,18.83,0.9,19.88
566,Red Dacca,Costa Rica,1.23,Good,1.86,Turning,22.48,4.76,18.92
567,Plantain,Guatemala,3.36,Good,5.19,Overripe,20.95,1.23,15.89
568,Fehi,Ecuador,3.15,Premium,5.24,Overripe,22.18,2.39,26.1
569,Fehi,Guatemala,3.44,Processing,6.88,Overripe,20.23,3.77,26.96
570,Red Dacca,Costa Rica,1.03,Good,6.58,Turning,23.05,1.44,12.74
571,Red Dacca,Colombia,2.44,Processing,3.58,Green,24.21,3.41,27.29
572,Burro,Costa Rica,2.57,Good,4.94,Overripe,19.47,3.15,19.73
573,Burro,Ecuador,1.28,Good,5.13,Turning,24.38,2.53,25.42
574,Red Dacca,Guatemala,3.31,Processing,2.76,Overripe,21.45,3.56,21.17
575,Plantain,Ecuador,3.19,Premium,1.56,Ripe,15.31,3.74,22.27
576,Fehi,Colombia,1.44,Good,2.68,Green,23.71,3.02,17.6
577,Red Dacca,Ecuador,2.81,Unripe,5.31,Turning,23.9,1.69,29.81
578,Burro,Colombia,2.6,Good,6.51,Overripe,20.28,1.08,12.16
579,Fehi,Colombia,2.99,Processing,1.93,Ripe,15.63,4.88,15.32
580,Fehi,Ecuador,3.18,Good,2.98,Ripe,15.34,2.81,24.39
581,Manzano,Honduras,1.59,Good,1.62,Ripe,17.55,1.49,29.8
582,Burro,Honduras,3.49,Unripe,6.34,Ripe,19.2,2.95,29.85
583,Manzano,Costa Rica,2.18,Premium,2.73,Turning,15.04,3.59,29.26
584,Red Dacca,India,2.37,Processing,3.56,Turning,15.65,3.18,26.91
585,Burro,Ecuador,2.5,Processing,6.03,Ripe,23.03,0.57,23.48
586,Burro,India,1.63,Processing,1.57,Turning,17.36,2.93,26.72
587,Burro,Costa Rica,3.75,Premium,2.34,Overripe,24.98,4.0,24.25
588,Fehi,India,1.93,Unripe,6.82,Turning,18.03,1.54,22.16
589,Fehi,Ecuador,2.82,Premium,5.13,Overripe,15.06,3.28,11.1
590,Fehi,Brazil,2.02,Unripe,6.78,Overripe,15.85,3.99,16.59
591,Fehi,Guatemala,3.9,Good,5.12,Turning,17.57,1.23,16.78
592,Manzano,Colombia,1.33,Good,5.69,Turning,16.71,2.78,26.07
593,Manzano,Brazil,2.08,Good,6.72,Turning,24.44,2.06,25.46
594,Burro,Brazil,3.92,Processing,1.43,Turning,21.91,2.4,24.2
595,Manzano,India,1.33,Processing,5.03,Ripe,20.6,3.07,18.01
596,Fehi,Guatemala,2.17,Good,3.18,Turning,15.33,3.98,18.41
597,Red Dacca,Guatemala,1.23,Good,4.48,Ripe,16.34,4.14,20.28
598,Burro,Ecuador,3.9,Premium,5.32,Overripe,16.4,4.28,29.31
599,Red Dacca,India,1.44,Premium,2.75,Turning,24.82,3.49,15.07
600,Fehi,India,3.56,Processing,5.38,Overripe,15.16,0.81,28.05
601,Manzano,Costa Rica,1.21,Good,2.5,Turning,24.4,3.17,16.9
602,Burro,Ecuador,2.48,Good,2.85,Turning,19.11,4.41,15.07
603,Burro,Honduras,1.99,Good,1.97,Ripe,20.2,2.74,13.24
604,Fehi,Honduras,2.09,Good,3.33,Turning,24.01,4.28,19.57
605,Plantain,India,1.63,Good,2.1,Turning,16.62,1.78,22.55
606,Fehi,India,1.67,Premium,5.97,Green,22.23,2.98,21.81
607,Fehi,Costa Rica,1.02,Good,4.33,Ripe,22.92,4.71,28.42
608,Manzano,Honduras,2.26,Processing,5.11,Green,18.15,3.38,20.1
609,Burro,Guatemala,2.05,Good,6.4,Turning,15.75,3.31,25.46
610,Plantain,Guatemala,2.24,Processing,5.81,Turning,16.16,4.47,17.61
611,Burro,Colombia,1.0,Good,6.59,Green,17.55,2.04,28.1
612,Red Dacca,Colombia,1.87,Good,1.14,Overripe,18.36,1.43,20.98
613,Burro,Colombia,3.17,Premium,3.43,Ripe,16.13,3.26,17.98
614,Red Dacca,Colombia,3.93,Good,5.08,Turning,18.05,3.27,25.72
615,Red Dacca,Costa Rica,2.54,Good,6.83,Overripe,18.33,1.89,29.65
616,Burro,Costa Rica,2.54,Good,1.36,Ripe,18.58,4.11,25.23
617,Fehi,Costa Rica,1.03,Good,4.21,Overripe,23.56,4.34,15.99
618,Fehi,Costa Rica,2.48,Good,4.06,Ripe,24.92,0.65,24.83
619,Manzano,Guatemala,3.94,Good,5.6,Green,19.05,4.93,12.64
620,Burro,Colombia,2.07,Good,6.41,Ripe,22.98,4.1,22.2
621,Red Dacca,Guatemala,3.51,Premium,5.66,Overripe,18.01,0.77,28.11
622,Manzano,Ecuador,1.89,Good,4.52,Green,19.18,4.93,21.81
623,Fehi,Brazil,1.55,Processing,2.72,Ripe,23.95,2.76,15.87
624,Burro,Honduras,1.21,Premium,5.47,Turning,17.6,0.79,21.06
625,Burro,Guatemala,2.18,Premium,1.78,Turning,17.46,3.58,26.41
626,Burro,Costa Rica,1.92,Good,2.98,Turning,20.53,4.66,27.99
627,Red Dacca,Honduras,3.4,Good,4.21,Turning,18.15,0.62,23.45
628,Manzano,Colombia,1.38,Good,3.42,Ripe,16.12,4.26,19.89
629,Burro,Costa Rica,3.13,Good,5.73,Overripe,22.76,0.63,29.4
630,Fehi,India,3.5,Premium,5.63,Turning,15.86,4.91,15.21
631,Plantain,Brazil,2.09,Good,6.19,Ripe,16.76,0.97,19.88
632,Red Dacca,Ecuador,2.75,Good,2.64,Overripe,22.53,0.96,19.64
633,Fehi,India,1.59,Processing,5.11,Ripe,23.9,2.55,18.54
634,Manzano,Ecuador,3.53,Processing,2.95,Ripe,16.05,3.58,11.4
635,Plantain,India,2.59,Processing,2.19,Turning,23.14,2.94,23.57
636,Fehi,Honduras,1.29,Processing,2.46,Turning,20.53,3.25,17.09
637,Burro,India,2.11,Processing,5.29,Turning,23.75,4.27,21.96
638,Manzano,Ecuador,3.45,Premium,3.85,Overripe,17.58,0.54,16.57
639,Red Dacca,Guatemala,2.7,Premium,1.65,Ripe,15.46,2.52,26.86
640,Burro,Brazil,3.65,Good,1.63,Overripe,22.83,2.87,12.6
641,Fehi,Brazil,2.78,Premium,6.65,Ripe,18.85,0.59,21.05
642,Red Dacca,Honduras,2.95,Premium,1.4,Overripe,24.06,3.71,16.75
643,Fehi,Colombia,3.45,Processing,4.27,Turning,21.9,0.91,23.86
644,Manzano,Brazil,3.69,Good,3.61,Ripe,15.86,2.97,28.18
645,Fehi,Ecuador,2.85,Good,4.77,Green,19.79,2.46,10.93
646,Burro,Costa Rica,1.16,Good,2.88,Turning,24.51,4.48,10.33
647,Manzano,India,3.54,Good,4.59,Turning,22.16,2.16,20.59
648,Fehi,Colombia,2.24,Good,1.68,Turning,16.15,4.29,19.18
649,Plantain,Brazil,2.0,Premium,5.98,Ripe,15.66,1.62,25.43
650,Red Dacca,Brazil,1.87,Premium,1.64,Turning,16.32,1.23,17.17
651,Manzano,Honduras,2.31,Processing,2.04,Green,24.01,1.13,29.69
652,Red Dacca,India,2.41,Unripe,3.24,Overripe,24.8,4.2,17.34
653,Fehi,Ecuador,2.17,Processing,1.83,Turning,17.03,2.99,19.14
654,Plantain,India,2.86,Processing,5.36,Ripe,18.29,3.82,22.76
655,Red Dacca,Brazil,1.05,Processing,4.53,Green,25.0,3.44,21.96
656,Fehi,Honduras,3.86,Good,2.11,Turning,18.32,2.52,24.67
657,Burro,Colombia,2.49,Processing,6.06,Ripe,18.99,1.47,18.42
658,Burro,Ecuador,2.68,Unripe,6.91,Ripe,18.69,3.36,16.17
659,Red Dacca,Guatemala,3.27,Good,6.25,Ripe,23.83,2.03,27.05
660,Burro,Honduras,2.35,Good,2.56,Overripe,20.22,4.91,19.51
661,Plantain,Costa Rica,2.0,Processing,4.65,Green,18.72,1.57,10.17
662,Fehi,Colombia,2.97,Good,2.46,Turning,22.86,3.62,29.71
663,Manzano,Guatemala,1.53,Processing,1.35,Ripe,19.06,3.15,25.28
664,Fehi,Ecuador,3.36,Unripe,4.73,Turning,18.5,2.6,27.41
665,Red Dacca,Ecuador,1.7,Processing,2.17,Overripe,22.0,3.74,13.15
666,Burro,Guatemala,1.63,Unripe,3.24,Green,15.78,4.08,26.59
667,Fehi,Guatemala,2.17,Processing,1.13,Ripe,15.97,4.34,14.4
668,Manzano,Honduras,1.22,Processing,3.81,Turning,20.92,4.2,10.05
669,Burro,Colombia,3.84,Good,5.14,Overripe,18.51,2.61,29.34
670,Manzano,Colombia,3.62,Processing,5.0,Green,16.52,3.39,20.79
671,Burro,Honduras,3.53,Premium,1.43,Green,23.15,3.45,14.63
672,Fehi,Colombia,2.0,Good,3.69,Turning,17.12,4.69,24.32
673,Burro,Colombia,2.34,Good,3.9,Overripe,24.11,3.93,16.53
674,Burro,Guatemala,3.39,Good,5.82,Turning,18.75,4.35,10.13
675,Manzano,Costa Rica,2.38,Good,6.24,Green,20.99,0.88,21.18
676,Manzano,Ecuador,3.82,Good,6.17,Overripe,16.66,1.97,17.44
677,Burro,Brazil,1.13,Processing,3.67,Green,15.11,2.13,29.0
678,Burro,Honduras,2.2,Good,6.9,Ripe,23.38,4.42,11.25
679,Plantain,Brazil,3.27,Processing,3.79,Turning,19.85,3.26,28.21
680,Red Dacca,Ecuador,1.88,Good,5.46,Ripe,18.16,2.93,18.39
681,Burro,Honduras,1.83,Premium,2.34,Green,22.65,3.66,29.39
682,Plantain,Costa Rica,1.09,Good,6.45,Turning,16.85,3.41,17.36
683,Fehi,Costa Rica,2.58,Premium,4.93,Green,24.33,4.32,18.61
684,Manzano,Guatemala,1.27,Unripe,1.9,Overripe,17.53,4.31,29.18
685,Burro,India,1.76,Processing,4.03,Turning,18.57,1.61,10.22
