sample_id,variety,region,quality_score,quality_category,ripeness_index,ripeness_category,sugar_content_brix,firmness_kgf,length_cm
344,Burro,Colombia,3.59,Good,4.38,Ripe,20.31,1.6,28.58
345,Manzano,Brazil,1.18,Good,2.1,Turning,18.61,3.15,28.34
346,Fehi,Costa Rica,3.09,Good,4.56,Ripe,18.7,4.5,14.55
347,Burro,Guatemala,1.57,Premium,1.48,Overripe,15.91,3.98,13.94
348,Red Dacca,Costa Rica,3.94,Good,5.86,Overripe,24.42,3.03,29.84
349,Fehi,Honduras,2.86,Good,4.97,Green,21.74,1.94,22.87
350,Red Dacca,Guatemala,3.0,Processing,3.64,Ripe,16.3,0.81,29.73
351,Burro,Costa Rica,2.83,Good,1.53,Overripe,23.5,4.62,15.55
352,Plantain,Guatemala,1.97,Premium,1.22,Green,17.77,4.97,26.09
353,Fehi,Costa Rica,3.45,Premium,1.23,Ripe,19.1,3.9,16.09
354,Burro,Ecuador,3.05,Processing,6.64,Turning,15.95,0.77,18.6
355,Plantain,Brazil,1.3,Premium,3.01,Ripe,17.33,4.22,10.17
356,Manzano,Colombia,3.1,Good,1.43,Overripe,21.73,1.09,19.52
357,Manzano,Brazil,1.32,Processing,2.24,Overripe,20.88,2.45,27.68
358,Plantain,Colombia,2.96,Processing,5.19,Overripe,15.38,1.03,23.07
359,Red Dacca,India,3.05,Processing,5.75,Turning,22.06,2.85,15.52
360,Manzano,Honduras,2.02,Processing,3.16,Green,15.65,3.63,25.1
361,Fehi,Honduras,1.65,Processing,5.11,Ripe,23.85,2.06,11.37
362,Burro,Guatemala,2.58,Processing,6.21,Green,17.94,1.7,19.75
363,Burro,Honduras,2.02,Good,3.31,Overripe,21.68,2.11,29.35
364,Manzano,Brazil,3.03,Unripe,2.34,Ripe,23.42,1.53,19.7
365,Red Dacca,Colombia,3.34,Processing,1.77,Green,16.19,1.18,24.48
366,Manzano,Ecuador,2.72,Good,1.13,Turning,15.72,3.7,16.42
367,Red Dacca,Brazil,3.79,Good,6.38,Overripe,18.52,2.45,13.09
368,Plantain,Brazil,1.67,Good,5.63,Ripe,16.13,2.86,19.33
369,Burro,Brazil,2.76,Good,5.66,Overripe,16.69,4.88,26.33
370,Burro,Honduras,3.88,Processing,2.47,Turning,24.71,3.83,10.16
371,Red Dacca,Costa Rica,1.69,Good,4.18,Turning,17.44,0.77,21.23
372,Plantain,Costa Rica,1.19,Premium,1.77,Green,18.47,0.58,18.32
373,Red Dacca,Ecuador,1.85,Processing,5.75,Green,15.92,0.98,16.03
374,Red Dacca,Colombia,2.72,Processing,4.61,Ripe,18.75,4.11,11.89
375,Fehi,India,1.61,Processing,1.13,Overripe,19.49,1.28,25.88
376,Manzano,Guatemala,2.78,Unripe,4.98,Turning,22.82,0.55,26.77
377,Red Dacca,Ecuador,2.32,Processing,4.99,Ripe,23.6,1.42,19.44
378,Red Dacca,Ecuador,2.66,Good,2.32,Turning,24.73,4.38,11.95
379,Plantain,Guatemala,1.22,Unripe,3.8,Green,24.96,2.31,16.54
380,Burro,India,2.15,Good,2.87,Ripe,24.28,3.61,11.95
381,Burro,India,3.99,Processing,3.24,Turning,15.49,3.32,20.21
382,Red Dacca,Guatemala,3.46,Premium,4.03,Ripe,23.21,2.02,22.01
383,Burro,Colombia,1.17,Processing,3.05,Overripe,23.32,1.79,12.11
384,Red Dacca,Costa Rica,2.7,Processing,6.69,Green,20.83,2.26,16.41
385,Burro,Colombia,1.95,Premium,6.43,Ripe,15.09,3.04,12.38
386,Burro,Colombia,3.37,Unripe,2.0,Turning,24.53,1.51,17.08
387,Red Dacca,Brazil,1.14,Good,3.25,Turning,15.99,4.57,17.52
388,Red Dacca,Ecuador,2.61,Processing,4.9,Ripe,17.54,2.52,10.09
389,Red Dacca,Brazil,3.33,Good,4.37,Turning,15.28,1.93,19.67
390,Red Dacca,Guatemala,1.64,Unripe,1.43,Ripe,17.49,1.89,21.98
391,Burro,Costa Rica,2.04,Good,5.02,Overripe,20.63,0.98,27.52
392,Fehi,Brazil,3.99,Unripe,1.73,Overripe,21.73,4.73,23.92
393,Red Dacca,India,2.34,Processing,2.86,Overripe,21.25,4.56,26.92
394,Red Dacca,Brazil,2.38,Processing,5.57,Turning,22.59,4.74,11.83
395,Red Dacca,Guatemala,1.22,Processing,3.09,Ripe,19.06,3.38,24.18
396,Red Dacca,Colombia,2.95,Processing,5.49,Turning,16.34,1.66,12.51
397,Fehi,Ecuador,3.8,Processing,4.75,Green,18.67,2.21,13.79
398,Fehi,Colombia,3.51,Processing,3.39,Ripe,20.72,3.28,12.02
399,Plantain,Ecuador,1.27,Good,2.7,Ripe,22.29,1.28,24.36
400,Red Dacca,Brazil,3.54,Processing,1.79,Turning,25.0,3.35,23.1
401,Fehi,Brazil,1.9,Processing,4.34,Turning,18.62,2.05,25.36
402,Red Dacca,Ecuador,2.2,Good,1.7,Turning,24.32,2.81,18.36
403,Red Dacca,Brazil,2.62,Premium,2.02,Green,22.84,3.15,10.98
404,Plantain,Honduras,3.17,Good,5.57,Turning,21.04,4.0,13.49
405,Red Dacca,Brazil,3.78,Good,4.14,Ripe,21.53,2.15,10.54
406,Plantain,Brazil,3.18,Processing,5.19,Overripe,16.47,0.65,25.98
407,Fehi,Honduras,1.07,Premium,5.69,Ripe,23.99,2.26,11.5
408,Fehi,Costa Rica,2.62,Processing,1.28,Ripe,18.28,1.54,27.9
409,Red Dacca,Brazil,1.95,Processing,3.74,Overripe,18.18,0.86,25.99
410,Red Dacca,Colombia,1.57,Good,1.04,Turning,22.06,3.16,10.97
411,Fehi,Costa Rica,1.54,Processing,2.29,Ripe,20.86,3.09,21.76
412,Red Dacca,Ecuador,1.42,Good,2.89,Ripe,21.42,4.06,12.9
413,Fehi,India,3.26,Processing,2.8,Overripe,17.8,4.77,28.16
414,Plantain,Honduras,2.64,Unripe,2.24,Green,23.15,0.51,11.57
415,Manzano,Ecuador,2.83,Good,6.14,Turning,15.37,2.6,19.71
416,Burro,Guatemala,1.93,Premium,2.33,Overripe,17.66,3.63,18.95
417,Manzano,Colombia,1.28,Processing,4.66,Turning,24.12,1.39,21.6
418,Fehi,Honduras,1.68,Good,4.15,Turning,24.85,1.23,15.61
419,Manzano,Honduras,2.34,Good,6.32,Green,24.03,1.02,24.1
420,Fehi,Brazil,2.27,Good,6.44,Turning,17.2,4.28,23.27
421,Fehi,Brazil,3.47,Good,6.66,Turning,17.02,3.96,13.62
422,Manzano,Costa Rica,1.05,Good,6.17,Turning,24.88,1.02,26.93
423,Burro,India,2.02,Processing,5.1,Ripe,22.38,2.08,26.06
424,Burro,Guatemala,1.04,Processing,3.61,Turning,18.42,4.3,13.06
425,Fehi,Costa Rica,3.12,Processing,1.32,Turning,16.58,3.43,24.36
426,Fehi,Brazil,2.74,Processing,2.69,Turning,22.94,4.27,11.0
427,Fehi,Ecuador,1.55,Good,2.59,Turning,19.02,0.62,14.53
428,Manzano,Ecuador,2.76,Processing,3.19,Ripe,20.54,3.57,19.48
429,Burro,Colombia,3.86,Processing,4.37,Overripe,16.14,3.06,27.91
430,Burro,Brazil,3.74,Good,2.92,Turning,24.42,2.27,21.69
431,Red Dacca,Honduras,3.25,Good,5.08,Green,16.99,2.48,27.32
432,Burro,Colombia,1.75,Processing,4.49,Green,16.63,1.41,14.09
433,Manzano,Colombia,1.19,Premium,2.75,Turning,20.06,3.51,25.78
434,Fehi,Brazil,1.24,Processing,2.1,Ripe,20.46,4.31,12.84
435,Fehi,Ecuador,1.37,Processing,2.05,Ripe,15.61,1.7,23.1
436,Burro,Honduras,3.32,Good,4.12,Turning,24.11,0.83,12.73
437,Manzano,Honduras,2.79,Unripe,4.26,Overripe,17.63,4.74,13.96
438,Red Dacca,Brazil,3.07,Good,6.23,Green,16.04,1.01,21.77
439,Plantain,Honduras,2.16,Processing,1.58,Ripe,23.62,1.34,14.8
440,Burro,Colombia,2.34,Good,4.82,Green,20.21,0.86,20.37
441,Red Dacca,Colombia,1.1,Processing,6.65,Ripe,24.82,2.98,15.01
442,Burro,Colombia,1.97,Good,3.35,Turning,17.02,1.27,22.67
443,Manzano,Brazil,1.94,Good,3.01,Ripe,17.19,4.66,16.71
444,Manzano,Honduras,1.27,Good,5.74,Ripe,16.52,1.23,18.74
445,Burro,Colombia,2.61,Good,6.91,Turning,21.67,1.49,10.28
446,Plantain,Brazil,1.07,Processing,2.69,Ripe,22.53,3.98,11.83
447,Red Dacca,Costa Rica,1.91,Good,1.21,Turning,17.18,0.89,12.2
448,Fehi,Colombia,3.98,Good,3.96,Turning,22.0,3.8,15.35
449,Fehi,Ecuador,3.23,Processing,2.63,Ripe,23.72,2.95,21.7
450,Red Dacca,India,2.04,Processing,4.09,Ripe,18.29,3.98,10.83
451,Burro,Honduras,3.59,Processing,6.93,Turning,16.79,4.49,16.68
452,Manzano,Ecuador,1.6,Good,5.1,Ripe,24.3,2.16,18.69
453,Burro,India,2.28,Premium,4.59,Overripe,16.27,1.0,10.44
454,Red Dacca,Ecuador,1.98,Good,4.22,Ripe,20.36,3.5,16.44
455,Plantain,Guatemala,3.71,Good,6.8,Turning,20.6,1.12,10.6
456,Burro,Brazil,2.74,Premium,3.9,Green,22.87,1.33,27.71
457,Red Dacca,Guatemala,3.67,Processing,1.88,Turning,19.04,1.84,19.9
458,Manzano,Costa Rica,1.98,Processing,6.37,Ripe,19.22,3.19,21.75
459,Burro,Honduras,3.75,Processing,1.08,Green,22.89,3.68,27.56
460,Plantain,Brazil,2.1,Processing,3.84,Overripe,21.17,4.23,13.18
461,Burro,Colombia,3.8,Good,4.67,Ripe,20.55,3.5,20.59
462,Red Dacca,Guatemala,2.85,Processing,3.07,Overripe,17.45,0.77,17.74
463,Red Dacca,Honduras,2.4,Good,4.11,Overripe,20.93,1.11,12.09
464,Red Dacca,Ecuador,3.21,Processing,2.68,Ripe,16.8,2.42,29.92
465,Fehi,Colombia,1.5,Good,5.77,Turning,21.34,1.68,12.5
466,Fehi,Honduras,2.79,Good,1.67,Overripe,19.27,3.78,19.85
467,Manzano,India,2.97,Good,3.38,Ripe,16.9,3.41,13.3
468,Red Dacca,India,3.88,Good,4.7,Overripe,21.92,3.35,15.08
469,Manzano,Brazil,1.37,Processing,2.09,Turning,24.14,1.45,15.66
470,Plantain,Colombia,1.66,Good,6.13,Turning,23.31,2.09,19.22
471,Burro,Guatemala,2.7,Processing,4.29,Ripe,16.37,3.05,24.95
472,Red Dacca,Costa Rica,1.68,Good,1.65,Green,15.13,4.65,12.98
473,Red Dacca,Brazil,1.13,Unripe,1.88,Turning,18.2,3.56,19.61
474,Manzano,Colombia,2.64,Good,4.09,Green,24.17,3.57,21.87
475,Manzano,Honduras,3.07,Good,5.98,Ripe,16.27,1.45,19.26
476,Fehi,Ecuador,3.3,Premium,5.45,Overripe,18.51,1.26,19.0
477,Fehi,Colombia,3.64,Good,1.61,Turning,15.83,4.15,15.48
478,Manzano,Guatemala,3.94,Good,4.04,Ripe,17.68,2.47,15.44
479,Manzano,Guatemala,3.03,Premium,6.76,Overripe,21.07,2.78,26.35
480,Fehi,Honduras,2.31,Good,1.48,Turning,18.12,3.77,18.94
481,Red Dacca,Costa Rica,2.06,Processing,4.53,Ripe,15.9,4.25,24.04
482,Burro,Brazil,2.89,Premium,4.32,Turning,15.38,3.01,11.76
483,Burro,Honduras,1.31,Processing,3.14,Ripe,17.04,1.72,27.98
484,Red Dacca,Colombia,1.98,Good,6.11,Turning,17.66,2.13,15.53
485,Red Dacca,India,2.4,Processing,4.14,Ripe,18.75,4.86,21.37
486,Fehi,Honduras,3.29,Processing,4.19,Turning,21.62,3.27,15.42
487,Red Dacca,Ecuador,3.02,Processing,1.86,Green,18.59,3.81,18.87
488,Red Dacca,Guatemala,2.91,Good,4.99,Turning,20.35,2.55,20.5
489,Red Dacca,India,1.02,Good,5.64,Overripe,22.09,1.69,14.06
490,Burro,Costa Rica,1.42,Processing,6.43,Green,16.32,4.51,22.23
491,Plantain,India,1.22,Processing,4.26,Green,22.64,2.53,28.58
492,Burro,Colombia,3.34,Good,6.29,Ripe,24.66,1.81,20.85
493,Red Dacca,India,2.0,Good,2.39,Ripe,21.42,2.52,15.33
494,Plantain,India,2.61,Premium,6.81,Turning,19.49,2.79,29.1
495,Fehi,Costa Rica,2.26,Processing,2.35,Turning,20.5,3.15,25.23
496,Manzano,Colombia,1.74,Good,6.34,Turning,15.58,0.71,22.04
497,Plantain,Honduras,3.95,Processing,2.65,Overripe,23.59,1.43,29.32
498,Burro,Honduras,2.53,Processing,4.95,Overripe,23.02,1.06,24.43
499,Plantain,Brazil,3.85,Good,3.77,Green,18.22,2.27,26.94
500,Red Dacca,Costa Rica,1.6,Premium,4.29,Ripe,18.72,3.29,25.71
501,Burro,Colombia,3.92,Premium,1.91,Ripe,16.71,0.7,14.25
502,Fehi,Guatemala,2.13,Good,2.37,Turning,15.42,4.64,13.87
503,Fehi,Honduras,1.39,Processing,3.37,Ripe,19.76,3.09,14.05
504,Manzano,India,2.65,Processing,2.82,Overripe,24.88,4.14,21.21
505,Red Dacca,Ecuador,2.9,Premium,6.47,Turning,24.04,2.21,17.71
506,Burro,Guatemala,1.43,Premium,4.98,Turning,20.66,2.47,26.88
507,Burro,Colombia,3.4,Processing,3.23,Turning,23.1,4.18,18.76
508,Fehi,Guatemala,1.85,Good,3.08,Turning,21.95,3.81,27.33
509,Plantain,Honduras,3.81,Processing,1.88,Ripe,15.19,3.38,13.09
510,Plantain,India,2.54,Processing,2.76,Ripe,19.44,1.21,24.06
511,Plantain,Ecuador,3.55,Good,2.29,Overripe,16.36,3.06,24.74
512,Fehi,Ecuador,2.66,Good,3.33,Ripe,23.0,0.87,23.47
513,Plantain,Honduras,2.89,Premium,3.22,Green,19.7,4.99,11.8
514,Fehi,Guatemala,1.4,Premium,5.0,Turning,20.13,4.08,13.61
515,Burro,Guatemala,2.14,Processing,4.78,Turning,20.38,4.3,17.69
516,Manzano,Costa Rica,1.53,Good,6.72,Overripe,19.26,4.15,29.85
517,Plantain,Guatemala,3.48,Premium,2.79,Ripe,15.3,2.18,16.59
518,Fehi,Brazil,1.15,Premium,5.92,Ripe,17.46,4.91,26.01
519,Red Dacca,Colombia,2.24,Good,3.62,Overripe,15.75,1.83,20.84
520,Burro,Honduras,1.78,Good,6.1,Overripe,24.08,3.53,15.24
521,Red Dacca,Honduras,3.37,Processing,6.09,Turning,24.18,3.22,16.11
522,Fehi,Honduras,2.6,Processing,4.87,Turning,18.96,0.85,13.92
523,Fehi,Brazil,3.57,Processing,4.67,Overripe,22.12,4.26,19.1
524,Fehi,Colombia,1.63,Premium,4.52,Turning,22.64,4.69,10.17
525,Fehi,Costa Rica,2.66,Processing,3.72,Turning,16.66,3.05,21.15
526,Plantain,Costa Rica,1.42,Good,1.38,Turning,17.48,2.37,13.71
527,Manzano,Ecuador,1.03,Good,6.38,Overripe,20.73,4.24,17.84
528,Red Dacca,India,2.2,Good,4.53,Overripe,18.44,3.8,24.12
529,Fehi,Ecuador,3.83,Premium,1.01,Overripe,17.0,0.82,26.44
530,Manzano,India,1.46,Good,5.24,Overripe,23.15,4.82,29.23
531,Red Dacca,Guatemala,2.81,Premium,4.79,Overripe,20.86,3.24,11.0
532,Plantain,Colombia,3.81,Premium,6.35,Ripe,17.94,0.77,17.58
533,Fehi,Guatemala,2.31,Processing,1.53,Turning,22.55,1.28,19.89
534,Manzano,Guatemala,3.09,Processing,2.13,Ripe,19.06,2.27,21.19
535,Manzano,Colombia,2.59,Good,5.6,Ripe,16.7,4.51,26.22
536,Red Dacca,India,2.06,Good,1.49,Green,20.1,3.91,20.68
537,Manzano,Brazil,1.67,Good,2.27,Ripe,18.41,0.99,20.81
538,Fehi,India,2.81,Good,6.63,Turning,19.38,3.54,17.26
539,Manzano,Ecuador,3.26,Processing,6.68,Turning,15.41,1.02,17.07
540,Red Dacca,Honduras,1.96,Good,3.87,Overripe,20.51,3.11,15.05
541,Manzano,Brazil,1.22,Good,4.97,Overripe,16.89,3.63,28.44
542,Manzano,India,2.16,Premium,6.73,Overripe,15.74,4.39,28.93
543,Fehi,Costa Rica,3.24,Good,2.47,Turning,18.83,3.8,18.04
544,Burro,Colombia,1.84,Good,1.26,Turning,20.87,0.87,28.14
545,Fehi,Guatemala,3.06,Processing,2.56,Ripe,21.72,2.5,13.86
546,Plantain,Honduras,1.75,Processing,3.15,Ripe,16.14,1.14,11.14
547,Fehi,Ecuador,3.39,Premium,2.7,Green,15.58,0.88,29.57
548,Manzano,Colombia,2.62,Good,3.84,Turning,17.88,0.69,22.41
549,Fehi,India,2.27,Processing,1.69,Green,16.23,1.35,29.16
550,Plantain,Ecuador,3.8,Processing,1.29,Green,22.25,2.06,22.77
551,Fehi,India,2.04,Good,5.21,Ripe,19.12,4.84,23.23
552,Plantain,Ecuador,1.87,Good,3.99,Turning,19.59,1.19,17.61
553,Red Dacca,Guatemala,1.04,Good,5.05,Overripe,19.61,1.6,10.16
554,Plantain,Ecuador,2.8,Good,4.63,Ripe,18.9,1.34,14.57
555,Manzano,Colombia,2.56,Good,6.53,Green,16.14,0.98,24.62
556,Red Dacca,Honduras,3.79,Processing,1.11,Ripe,19.41,4.84,24.16
557,Plantain,Guatemala,3.65,Processing,5.3,Turning,19.03,2.14,27.27
558,Red Dacca,India,1.84,Good,5.55,Overripe,18.25,2.5,12.49
559,Manzano,Honduras,3.14,Processing,4.2,Turning,24.95,0.95,26.86
560,Fehi,Colombia,2.87,Good,5.94,Ripe,24.04,3.65,17.4
561,Red Dacca,Ecuador,3.29,Good,5.21,Green,15.11,2.01,12.65
562,Manzano,Brazil,3.2,Processing,4.72,Green,23.15,5.0,21.95
563,Manzano,Brazil,1.57,Good,2.23,Overripe,21.67,1.71,13.44
564,Manzano,Colombia,1.54,Processing,5.88,Turning,15.7,2.68,18.94
565,Red Dacca,Brazil,3.05,Good,4.37,Ripe,15.65,4.14,29.73
566,Fehi,Ecuador,2.86,Processing,6.43,Turning,23.42,4.01,15.85
567,Fehi,Colombia,2.62,Processing,2.23,Overripe,20.18,1.71,15.06
568,Burro,Costa Rica,3.48,Processing,2.02,Turning,15.33,1.34,24.99
569,Plantain,Ecuador,2.35,Good,1.06,Ripe,16.56,0.68,20.48
570,Red Dacca,Ecuador,2.07,Processing,4.85,Green,20.55,2.55,12.83
571,Red Dacca,Costa Rica,1.89,Premium,6.23,Ripe,15.69,3.87,27.22
572,Red Dacca,India,3.66,Processing,3.73,Ripe,20.41,4.43,16.83
573,Plantain,Colombia,2.01,Good,3.09,Turning,23.99,4.6,27.68
574,Manzano,Ecuador,3.46,Premium,2.99,Turning,24.8,2.44,11.62
575,Burro,Costa Rica,3.99,Good,2.12,Ripe,22.76,5.0,26.35
576,Fehi,Guatemala,2.85,Good,3.22,Overripe,16.04,2.61,13.25
577,Burro,Colombia,1.28,Good,5.37,Ripe,24.71,2.44,12.1
578,Plantain,Guatemala,2.47,Good,5.02,Ripe,19.4,4.87,29.92
579,Plantain,Colombia,3.27,Premium,4.62,Turning,17.87,1.91,29.9
580,Plantain,Ecuador,1.11,Processing,5.04,Ripe,19.98,2.88,22.35
581,Burro,Colombia,1.83,Premium,3.59,Ripe,19.82,2.23,14.13
582,Fehi,Brazil,1.99,Good,6.65,Overripe,21.24,2.93,23.2
583,Manzano,India,1.82,Processing,2.54,Overripe,22.19,0.79,18.14
584,Burro,India,1.56,Good,4.65,Ripe,15.14,0.62,15.96
585,Red Dacca,Ecuador,3.43,Processing,4.13,Ripe,17.12,4.78,23.72
586,Plantain,Costa Rica,2.58,Processing,3.19,Green,20.32,2.42,13.61
587,Fehi,Guatemala,3.67,Processing,4.25,Overripe,22.54,4.28,13.14
588,Fehi,Brazil,2.13,Processing,2.43,Turning,17.21,1.85,11.47
589,Burro,Ecuador,3.45,Processing,5.97,Turning,22.49,1.01,25.12
590,Fehi,Colombia,3.44,Good,2.65,Ripe,17.46,3.36,29.24
591,Burro,Costa Rica,1.9,Processing,4.07,Turning,17.87,2.79,16.2
592,Red Dacca,India,2.64,Good,4.54,Ripe,17.87,3.41,11.43
593,Red Dacca,Ecuador,2.12,Good,4.39,Overripe,21.37,1.18,22.44
594,Burro,Brazil,1.97,Good,4.59,Ripe,19.51,2.47,25.85
595,Plantain,Ecuador,2.87,Processing,1.88,Turning,19.92,3.17,18.78
596,Manzano,Colombia,1.52,Good,6.88,Overripe,17.64,3.43,27.14
597,Fehi,Colombia,1.19,Good,6.7,Overripe,22.5,2.79,23.99
598,Plantain,Honduras,3.6,Processing,6.93,Overripe,22.33,0.74,22.71
599,Plantain,Honduras,1.65,Processing,3.92,Overripe,23.02,1.15,20.4
600,Red Dacca,Ecuador,1.47,Unripe,5.65,Ripe,18.77,4.01,15.84
601,Burro,Honduras,2.03,Good,6.98,Turning,22.11,4.07,11.13
602,Burro,Guatemala,1.15,Good,3.2,Turning,19.47,3.23,22.72
603,Red Dacca,Colombia,2.26,Processing,5.54,Overripe,22.7,4.96,21.59
604,Red Dacca,Brazil,3.94,Good,6.61,Turning,22.35,4.3,19.33
605,Plantain,Guatemala,1.97,Premium,6.65,Green,24.56,2.67,29.78
606,Red Dacca,India,2.31,Good,6.51,Ripe,16.78,0.53,24.05
607,Plantain,Ecuador,1.24,Good,5.47,Overripe,20.1,1.54,12.69
608,Manzano,Colombia,1.72,Premium,5.8,Turning,23.06,1.39,20.96
609,Manzano,Guatemala,2.12,Good,3.41,Overripe,16.49,2.2,28.2
610,Fehi,Brazil,2.47,Premium,2.11,Ripe,23.74,3.42,17.3
611,Manzano,Ecuador,2.8,Processing,6.18,Ripe,18.03,1.01,17.21
612,Red Dacca,Colombia,3.54,Processing,5.45,Ripe,24.98,1.41,21.61
613,Burro,Brazil,1.44,Good,4.02,Overripe,17.07,3.24,20.93
614,Red Dacca,Costa Rica,2.92,Processing,1.79,Turning,23.69,1.92,24.02
615,Manzano,India,2.44,Good,3.86,Turning,15.32,4.82,19.13
616,Plantain,Guatemala,3.15,Good,1.59,Overripe,18.69,4.89,16.14
617,Burro,India,3.29,Good,3.77,Turning,23.34,2.66,13.74
618,Burro,Colombia,1.76,Unripe,6.4,Turning,16.93,2.87,22.87
619,Fehi,Colombia,2.45,Good,6.62,Turning,23.65,3.53,11.51
620,Plantain,Guatemala,1.02,Processing,2.21,Green,20.81,0.79,11.01
621,Burro,Costa Rica,3.07,Processing,6.0,Overripe,20.03,4.33,29.61
622,Burro,Guatemala,1.96,Good,2.31,Ripe,19.69,2.95,25.62
623,Manzano,Costa Rica,2.57,Good,4.89,Overripe,24.58,1.9,26.17
624,Burro,Honduras,2.42,Processing,3.35,Turning,20.37,4.03,10.75
625,Plantain,Colombia,3.84,Good,5.84,Ripe,19.43,4.58,27.14
626,Fehi,India,2.06,Processing,6.92,Green,24.41,1.13,29.24
627,Fehi,Costa Rica,1.77,Premium,4.99,Overripe,22.25,3.02,18.49
628,Fehi,Colombia,3.21,Good,6.57,Ripe,20.64,3.48,24.73
629,Manzano,India,3.34,Processing,2.68,Overripe,17.32,2.15,19.51
630,Red Dacca,Colombia,1.67,Processing,3.08,Ripe,17.73,0.84,16.52
631,Fehi,Colombia,1.45,Processing,1.21,Ripe,22.96,2.78,22.88
632,Burro,Ecuador,2.38,Processing,5.91,Turning,21.8,4.3,15.41
633,Red Dacca,India,3.94,Unripe,2.38,Turning,23.96,0.96,25.72
634,Red Dacca,Colombia,3.37,Good,2.53,Turning,22.13,3.65,17.92
635,Red Dacca,Costa Rica,2.03,Processing,1.92,Ripe,18.29,2.03,13.91
636,Plantain,Ecuador,3.76,Processing,2.52,Turning,19.81,3.91,22.55
637,Manzano,Costa Rica,2.6,Processing,1.3,Green,23.56,1.16,16.82
638,Red Dacca,Colombia,1.74,Processing,2.56,Turning,22.89,4.26,12.18
639,Burro,Guatemala,1.26,Good,2.61,Green,18.43,3.9,15.89
640,Burro,Brazil,2.11,Premium,2.73,Ripe,16.38,1.65,25.2
641,Plantain,Colombia,1.01,Processing,5.4,Turning,15.7,3.62,17.75
642,Fehi,Costa Rica,1.54,Processing,2.68,Overripe,18.66,0.85,14.28
643,Red Dacca,Brazil,3.59,Processing,3.37,Overripe,18.9,1.99,12.89
644,Burro,Guatemala,1.54,Good,4.74,Turning,19.37,1.8,14.24
645,Fehi,Brazil,3.56,Good,5.15,Green,19.61,4.67,24.69
646,Red Dacca,Brazil,2.29,Premium,5.62,Ripe,19.28,0.7,16.28
647,Red Dacca,Ecuador,2.61,Premium,6.24,Ripe,21.67,2.28,27.15
648,Red Dacca,Guatemala,2.23,Premium,6.9,Turning,23.11,4.72,20.35
649,Burro,Honduras,3.87,Processing,5.56,Overripe,22.27,3.71,22.2
650,Red Dacca,Brazil,2.39,Processing,1.09,Overripe,17.86,1.95,27.11
651,Red Dacca,Colombia,2.28,Processing,4.61,Turning,22.57,4.32,20.09
652,Manzano,Brazil,1.71,Processing,5.27,Turning,16.43,0.78,28.42
653,Burro,India,3.44,Premium,4.89,Overripe,15.87,4.98,27.99
654,Burro,Ecuador,1.61,Good,1.39,Ripe,15.6,3.23,12.78
655,Fehi,Colombia,3.91,Premium,6.88,Ripe,23.29,1.86,28.61
656,Manzano,India,2.8,Unripe,3.5,Green,23.54,4.33,26.18
657,Red Dacca,Guatemala,2.62,Good,6.85,Turning,24.3,4.23,14.2
658,Fehi,Costa Rica,3.1,Good,3.93,Overripe,24.82,3.71,16.84
659,Manzano,Colombia,3.93,Good,4.03,Overripe,18.65,2.21,16.58
660,Red Dacca,India,2.4,Good,4.41,Overripe,20.4,0.83,15.37
661,Red Dacca,Costa Rica,2.95,Processing,2.39,Turning,21.78,1.26,27.53
662,Plantain,Colombia,1.36,Unripe,5.46,Overripe,23.26,0.59,27.07
663,Fehi,Honduras,3.08,Processing,4.86,Ripe,19.4,0.81,24.53
664,Manzano,Honduras,2.92,Processing,4.15,Ripe,16.41,2.31,18.39
665,Fehi,Colombia,3.85,Processing,6.63,Overripe,20.82,1.05,23.19
666,Burro,Brazil,1.33,Processing,1.28,Turning,23.31,1.84,19.44
667,Red Dacca,Costa Rica,2.37,Good,3.83,Overripe,21.96,1.55,20.05
668,Plantain,Colombia,2.32,Processing,1.7,Ripe,21.86,2.22,15.27
669,Fehi,India,1.08,Processing,3.14,Ripe,15.23,2.25,28.74
670,Red Dacca,Guatemala,3.33,Good,4.08,Ripe,20.93,3.43,17.6
671,Burro,Brazil,2.15,Processing,3.05,Turning,24.55,1.27,10.97
672,Red Dacca,Guatemala,3.21,Good,1.65,Overripe,15.19,3.62,14.65
673,Red Dacca,Ecuador,3.76,Good,5.98,Turning,16.06,2.31,23.72
674,Red Dacca,Honduras,2.79,Processing,4.66,Green,17.04,2.68,22.79
675,Plantain,Guatemala,3.69,Good,2.04,Ripe,24.78,1.06,22.36
676,Burro,Ecuador,1.91,Good,2.46,Turning,24.47,4.55,26.51
677,Burro,Honduras,1.11,Good,3.27,Turning,20.95,2.98,23.22
678,Fehi,Honduras,3.63,Processing,2.64,Green,15.81,3.86,15.88
679,Red Dacca,Colombia,2.95,Premium,6.19,Ripe,20.67,0.92,17.21
680,Red Dacca,Brazil,3.11,Good,1.07,Turning,22.77,3.29,15.33
681,Plantain,Brazil,3.55,Premium,3.47,Ripe,16.01,2.75,12.24
682,Plantain,Colombia,1.83,Good,5.38,Turning,24.19,1.74,17.01
683,Burro,Colombia,1.05,Processing,1.34,Ripe,21.06,2.59,20.71
684,Red Dacca,Colombia,1.04,Good,2.49,Ripe,23.96,4.77,10.88
685,Burro,India,1.34,Processing,5.97,Turning,18.86,1.35,28.15
686,Plantain,Ecuador,1.13,Premium,3.06,Overripe,20.77,1.21,27.57
687,Plantain,Guatemala,1.83,Good,5.12,Green,16.34,4.94,23.11
